Temperature,Actual Conductivity,Dissolved Oxygen,Turbidity,Chlorophyll-a
30.79595,95.12883,8.97693,223.874,23.60897
30.77757,94.9437,9.149624,215.2453,24.11364
30.75754,95.08271,9.269968,203.4836,24.4549
30.74995,95.41497,8.754693,213.3187,24.32829
30.74114,95.43124,8.748098,210.9141,24.90191
30.72094,95.15701,8.308047,196.6774,24.20226
30.70263,94.74268,8.125015,210.2364,25.71173
30.66862,94.7736,8.875714,213.1905,25.73254
30.64454,95.47442,7.652711,220.3736,24.7331
30.62191,95.72283,6.764726,214.0334,26.03664
30.60413,95.54915,7.281914,213.5292,24.6518
30.60004,95.2694,7.22637,209.1618,23.74221
30.60446,95.14478,7.365238,218.7872,24.40109
30.61597,95.22744,7.209071,219.1637,23.45316
30.62032,95.23615,7.408538,207.6102,23.12821
30.60415,95.02766,7.073174,207.7138,23.6178
30.60112,95.04989,6.9872,215.1795,23.15809
30.62159,94.82578,7.490981,229.1445,21.90932
30.60193,95.3827,6.844667,269.9087,25.54251
30.6055,95.71664,5.522206,284.011,24.56698
30.6177,95.79624,5.978773,276.8723,25.12521
30.61703,96.02863,5.67795,257.1796,25.38151
30.61157,96.23404,5.255596,213.4823,25.79958
30.63057,96.07743,5.419829,208.9114,24.61363
30.65147,95.9977,4.981325,211.2071,25.10095
30.73051,95.03904,7.511841,214.7886,24.88394
30.67304,95.78398,5.78641,204.0686,25.92063
30.70837,95.59611,6.816386,211.4183,25.0067
30.68694,95.36003,7.739848,239.7746,23.03214
30.69796,94.98046,8.549947,232.8854,23.38896
30.69896,95.20428,8.021137,218.149,24.58224
30.72545,94.85431,8.463852,230.064,23.20013
30.75561,94.86642,8.967728,222.9385,24.68359
30.75945,94.92091,8.852157,206.675,24.91095
30.73778,95.15682,8.021746,227.8113,24.83952
30.75224,94.88048,8.912649,226.1729,24.27594
30.7321,95.0453,8.390601,234.9185,25.56039
30.72818,95.10989,7.821338,231.6741,26.35498
30.77191,94.77328,9.122931,242.8387,24.56026
30.80368,94.95374,8.766174,247.5161,24.85867
30.80498,94.86187,9.188027,230.8472,26.36571
30.83763,94.91661,9.831779,219.5428,26.93143
30.85038,94.8792,9.414738,195.4724,23.97978
30.77785,96.19977,7.649337,181.655,26.31935
30.78884,96.02373,8.114004,144.6309,25.64168
30.88252,95.19132,9.672461,160.3648,26.44481
30.94879,95.20111,9.942639,164.1378,24.19216
30.83158,95.94622,8.939474,179.084,26.16024
30.85049,96.48055,8.193353,170.7562,27.63046
30.88664,95.51926,9.570439,170.8472,27.85008
30.89443,96.02522,8.330647,173.6789,28.89832
30.85232,96.06982,8.277003,168.2089,26.08066
30.87543,96.09049,8.139969,170.5664,27.6355
30.83634,96.23759,9.162635,173.1389,26.81965
30.82438,96.33304,7.885485,216.9064,25.95588
31.12066,94.45308,12.06529,184.8468,26.44758
30.88048,95.77773,9.171292,182.0572,24.77643
30.91525,95.96215,9.924017,174.396,27.82447
31.01714,96.33982,11.40176,169.5284,28.39546
31.0358,95.9482,10.41438,174.1454,28.41342
31.03341,95.93612,10.2584,172.3854,27.93406
30.89492,97.03452,7.806022,179.3724,28.00243
30.79167,96.96309,6.893703,184.6394,29.28242
30.87968,96.44149,8.354224,177.5462,28.38892
30.92862,97.5257,9.860164,188.4116,29.33857
31.00297,97.64764,10.18262,181.5819,29.62103
30.98558,96.33767,10.13559,224.4388,32.03312
30.95672,96.24449,9.752734,201.7266,31.32243
30.97739,95.78397,9.979897,211.0274,30.98799
30.95687,96.55164,9.554085,197.9597,30.59446
30.91823,96.44064,8.728748,191.5344,30.9894
31.01906,95.34529,10.66502,205.6636,32.0227
31.02908,95.63853,10.20802,231.9348,31.7524
31.06937,95.82446,10.2402,223.9964,31.74979
30.92043,96.28407,8.932891,215.3676,31.28925
30.93089,95.72131,8.94885,208.1575,30.58852
30.97087,95.56731,8.669066,212.1144,31.79836
31.1026,95.48553,9.654824,213.5658,31.7973
31.12704,95.38979,11.13126,228.4188,31.43048
30.97816,96.54188,9.046331,239.4283,28.48037
30.88549,97.51921,6.226596,220.5962,25.89187
30.9804,96.56066,9.489913,215.0935,30.59746
30.91238,96.87029,6.929884,215.3145,31.10252
30.96441,97.30631,6.298056,206.291,29.43201
30.84948,97.53103,6.638196,187.8204,29.30984
30.85029,97.33174,6.583381,216.2912,29.83074
30.99525,96.85127,7.514519,236.156,30.41212
31.08365,96.71317,8.014461,226.9913,29.45689
31.19223,97.00531,8.618369,226.3499,29.99479
31.08263,97.05974,8.400012,233.338,29.83417
31.02533,96.83511,7.619592,158.2841,29.43158
31.0452,97.0334,7.251979,172.4258,29.30508
31.01727,97.26614,7.103106,172.2285,29.73748
31.05557,98.03879,6.938168,146.0909,26.82906
31.11401,97.3357,7.365741,163.2429,29.49304
30.96009,97.46442,6.189989,175.1499,28.76819
31.05656,97.75404,6.156424,175.906,27.56124
31.15108,97.29237,7.527872,169.0713,28.15619
31.10559,97.17063,7.479743,179.5664,28.11543
31.11778,97.32974,7.209982,180.1467,27.59932
31.11961,97.73711,6.311985,174.7038,26.9686
31.01936,97.27068,7.038776,182.5088,29.13674
31.06706,97.54227,6.595867,177.2919,27.7545
30.99796,97.66567,6.692606,194.8825,27.65664
31.16993,97.33479,7.190719,192.1548,27.78835
31.13914,97.6785,6.890443,162.7646,28.06807
31.12672,97.60926,7.201321,170.301,28.525
30.97824,97.84391,6.058424,180.7419,29.07239
31.06884,98.11509,6.075002,174.282,26.64036
31.14468,97.58189,6.964665,150.4116,27.61636
31.20614,97.42897,7.576395,156.7683,27.79041
31.21733,97.39936,7.168016,146.2746,22.09399
31.12752,97.92476,5.917467,172.3262,27.54586
31.05311,97.91032,6.31115,169.0356,27.5195
31.07517,97.85062,6.042397,175.6715,27.54611
31.08464,97.35048,6.372766,220.9018,26.62724
31.23075,97.34741,7.143798,186.5654,28.03304
31.26051,97.47084,8.431572,210.3428,26.65252
31.21799,97.35272,7.80046,184.3923,27.16929
31.09292,97.75233,6.432189,203.0236,27.29449
31.11538,97.70083,6.388738,181.866,27.2698
31.063,97.31748,6.02644,239.6844,27.42432
31.11424,97.68734,6.197428,200.506,27.29015
31.23855,97.13556,7.02658,195.0892,27.40083
31.1333,97.58549,6.719303,209.0638,26.72249
31.22378,97.37183,8.668722,252.2347,25.41971
31.27446,96.89135,8.267449,180.3418,25.34565
31.05963,97.81402,5.852924,198.1267,26.86235
31.1109,97.43349,7.225452,213.3575,26.82617
31.13839,97.43868,7.557785,191.6702,26.46807
31.14432,97.50094,7.686186,187.6561,23.88874
31.13382,97.43103,7.994866,206.9043,24.70461
31.17101,97.16125,8.290671,202.2258,25.17359
31.18534,97.01368,8.729036,178.4016,25.06675
31.22219,96.74393,9.494356,218.9083,25.42793
31.25463,96.15551,9.498651,191.1846,25.2783
31.2309,97.07998,9.276382,191.2409,25.81697
31.20213,96.63862,9.141315,183.6074,25.17611
31.07433,97.07323,7.705256,88.33664,25.53802
31.10008,96.75246,8.205644,100.016,24.88191
31.0333,97.73654,6.694678,102.7187,26.67363
31.08389,96.33231,8.590199,101.2003,25.40405
31.03885,96.81953,7.254073,214.9808,24.51016
31.09413,96.02129,9.427531,136.5856,25.69162
31.13518,95.87466,9.602503,138.4834,24.22289
31.10792,96.38754,8.996595,136.7898,25.07394
31.10039,96.25472,9.385395,130.3858,24.90355
31.08524,96.66386,7.678851,126.5549,24.77919
31.07549,96.16496,8.722922,169.1944,25.28614
31.05607,96.39625,7.975503,141.6327,25.08164
31.01727,96.35379,7.628486,145.8489,25.39812
31.03068,96.74508,7.839144,141.0213,24.6851
31.0029,97.42609,6.184371,137.9038,26.62831
30.95978,97.2107,7.397855,161.0891,26.12568
30.946,96.8638,7.873512,139.6579,25.60326
30.95282,96.91589,8.024717,138.0154,25.5445
30.96379,96.59863,7.920292,143.4366,25.19549
,,,,
30.93236,96.40433,8.329306,67.16048,23.85808
30.94099,97.16679,8.128105,68.9989,24.1952
30.95061,97.2343,7.42709,71.13027,22.26832
30.94061,97.51037,6.37937,81.74303,22.7818
30.9936,96.21989,8.028159,82.13687,20.91932
31.0127,95.91185,8.472342,87.18441,23.27958
31.01381,95.65899,9.279889,76.72294,23.97036
31.02858,95.79643,9.158359,73.54337,23.54741
31.07704,95.98473,9.139673,70.47287,23.39289
31.05245,96.56961,8.60179,73.44074,24.31572
31.01664,96.75102,7.937803,76.0599,25.24142
30.94401,97.69196,6.358292,69.06705,25.96744
30.9791,97.0785,7.465893,74.99561,25.8075
30.98829,97.02562,7.387516,77.63023,25.11796
30.98994,97.02024,6.757322,77.8153,25.02452
30.96339,97.20354,6.559545,71.13305,24.96175
30.98133,96.89936,7.026557,70.30157,25.5555
30.97565,96.97563,6.718104,75.38611,28.15134
31.02079,96.44746,7.566257,79.26519,27.90812
31.05416,96.43643,7.750117,78.18204,26.33448
31.10685,96.59374,8.603158,81.53168,25.75917
31.14785,96.26534,9.461802,85.94405,26.62351
31.13082,96.52422,9.03818,85.94495,27.3649
31.15029,96.26241,9.387268,98.4491,26.3918
31.17332,96.26386,9.485691,97.64819,27.87174
31.14104,96.65754,9.103951,101.9,27.49675
31.15564,96.98521,8.752617,94.56006,30.12843
31.13691,97.20674,7.820062,110.463,31.21902
31.17219,97.02657,7.816978,99.44518,30.10511
31.04814,97.80633,6.939123,98.66619,30.38242
31.15635,97.26048,7.972927,105.8455,32.13425
31.12816,97.35571,7.120337,112.964,29.70019
31.19679,97.19495,8.930532,117.9541,30.55186
31.16597,96.9666,7.164644,101.5561,31.16223
31.18647,97.36848,8.134164,109.1852,32.2765
31.12456,97.49519,7.912246,108.229,31.91117
31.17799,97.26205,8.598725,102.3224,31.63675
31.22148,97.28102,9.233112,106.0449,32.27296
31.21762,97.39169,9.120704,100.3475,31.28209
31.20184,97.39214,8.716544,96.1246,32.32334
31.2872,96.95737,9.806704,95.42467,34.80516
31.38641,96.7401,11.25478,101.8602,32.54328
31.26601,97.13293,9.462267,106.361,32.53182
31.21349,97.07841,9.149645,87.49292,32.66254
31.16623,97.01854,8.4821,91.11191,31.81842
31.23852,97.12387,9.20567,84.36617,30.90795
31.23044,97.03752,9.037671,110.758,32.95679
31.22271,97.02535,8.967292,77.10352,32.34056
31.2308,96.96992,8.966774,83.15485,32.72553
31.10488,97.53274,7.413622,82.89558,32.5951
31.2178,97.28628,8.222026,107.8847,33.38867
31.19749,97.32104,8.103764,86.73438,32.61436
31.27985,97.33806,8.930117,92.13262,34.14022
31.24341,97.55748,8.108044,94.18272,32.87229
31.22274,97.80891,7.514154,87.60746,32.99045
31.20488,97.62089,7.426003,95.90168,32.66725
31.26173,97.89407,8.049383,93.72173,33.29362
31.35516,97.67767,8.107986,85.31744,33.50185
31.3937,97.70253,8.834388,89.3427,33.15481
31.26642,98.16595,7.196448,82.77264,33.0637
31.38504,97.65517,8.803745,88.8292,34.51856
31.5,97.69267,9.150006,88.18787,32.703
31.39077,98.19635,7.594982,89.41162,33.24778
31.33317,98.19598,7.42636,97.12286,33.14183
31.3634,97.85626,7.232773,100.2164,33.68578
31.26672,98.51856,6.136241,102.5416,32.21939
31.3641,98.30019,6.744185,92.91274,31.76189
31.33946,98.41117,6.080694,89.77506,31.32722
31.32103,98.72392,5.019619,88.05146,31.28185
31.35624,98.34998,6.977334,91.94149,31.98984
31.37837,98.17204,6.509171,92.5964,32.16168
31.40118,98.11335,6.632607,125.6424,33.8839
31.33931,98.1286,7.451653,124.4979,33.11885
31.30372,98.02252,6.639341,122.7831,32.93282
31.33488,97.97734,7.409615,120.7643,32.89468
31.32339,97.88273,6.948606,126.0034,33.85448
31.33963,97.95829,7.175707,112.0151,32.13297
31.35357,97.9464,7.476575,114.5783,31.20446
31.38772,97.75882,8.010002,123.628,31.87453
31.39281,97.81252,9.265878,103.7364,30.79016
31.37236,97.91059,8.634537,107.0528,31.3413
31.38572,97.95418,8.008698,103.8365,30.49306
31.3766,97.89223,7.722401,108.924,30.10435
31.37134,97.82714,8.183127,110.7473,31.66463
31.51695,97.42644,10.27755,108.8874,30.65129
31.42319,98.31776,8.683022,110.7059,30.05382
31.49187,98.04062,9.683007,134.9551,29.63831
31.50571,97.82893,10.63181,118.5292,30.11494
31.54383,98.32899,11.28618,110.1787,30.00347
31.56015,99.39999,11.39217,106.6753,29.13664
31.4943,98.65661,10.71718,114.875,29.77743
31.50113,98.54939,10.7817,112.8401,29.73332
31.49192,98.28242,10.54673,119.172,29.19291
31.43191,98.04302,9.748597,100.8682,29.65919
31.44455,97.84146,10.49065,105.6843,29.40489
31.4167,97.97435,10.41563,92.9222,29.24264
31.39627,97.60435,10.28612,96.16837,29.15083
31.36756,97.71066,9.827045,89.21371,29.74645
31.38294,97.65121,10.31877,89.88642,28.55807
31.35462,97.38185,9.908748,112.0803,29.69776
31.34991,97.29734,9.821194,103.9657,28.79807
31.35377,97.5118,9.98238,95.73368,29.70249
31.3441,97.51958,9.93111,84.81705,29.20642
31.32533,97.19531,9.810782,85.5503,28.95424
31.31803,97.32783,9.480789,87.10181,29.3082
31.30602,97.26179,9.518034,86.63497,29.58392
31.28803,97.11532,9.761964,92.82548,29.44394
31.27723,97.1496,9.502631,88.01249,29.48998
31.25058,97.32177,9.17789,87.17107,29.19389
31.24793,97.35436,9.330987,82.32107,29.1622
31.22777,97.91343,8.741298,81.91629,29.14391
31.21099,97.74568,8.562517,86.11942,29.52287
31.19798,97.58968,8.649615,78.42951,28.67026
31.19073,97.8038,8.21076,85.51501,28.99668
31.15735,98.20207,7.392027,95.36996,28.90249
31.15219,97.7678,7.85701,92.92539,29.15777
31.15104,97.79536,8.270927,105.6452,28.62452
31.13208,97.94629,7.848693,92.67111,29.52372
31.11544,98.01945,7.729531,89.80372,29.61678
31.10143,98.15603,7.04778,129.7757,28.72639
31.09605,98.10447,7.325684,118.3441,28.61245
31.07994,97.95444,7.21957,100.8266,28.58178
31.07433,98.05575,6.487118,113.0135,27.85548
31.05394,97.61897,7.563714,114.1729,28.85935
31.03192,98.16083,7.206109,111.4418,28.33786
31.02581,97.75082,7.215033,106.8241,28.41599
31.01911,97.85762,6.809757,105.733,27.9821
31.00126,97.59645,7.183772,98.8479,29.14412
30.98579,97.62598,7.119212,102.0817,29.83718
30.97436,98.02127,5.942934,93.74286,30.27045
30.96986,97.87641,6.265682,98.77167,29.73762
30.96237,97.83099,5.419302,105.6072,30.63517
30.95662,97.87739,5.567847,97.41467,30.20971
30.94625,97.49836,6.39811,98.18585,29.60759
30.94145,97.72041,5.591053,94.68671,29.14405
30.93165,97.78973,5.646109,103.4091,29.68302
30.92566,97.93584,5.489263,94.70592,29.34855
30.90282,97.4704,6.072515,109.6542,28.27285
30.91403,97.85477,5.86217,99.56641,29.16418
30.91896,97.81001,3.848881,96.33646,28.06594
30.91792,97.61003,5.483451,109.8916,28.17969
30.91855,97.42774,6.153256,90.22567,27.97529
30.92712,97.32862,6.38316,93.4418,27.98932
30.9409,97.58909,5.197315,84.42836,28.02893
30.95262,97.662,6.377439,95.32965,28.41513
30.96655,97.03033,7.619564,63.5016,28.45391
30.95703,97.28783,7.318791,79.22825,27.39559
30.93592,97.62417,6.125038,83.96728,27.97992
30.914,97.96261,6.234607,83.69427,28.57277
30.92002,98.01005,5.448117,121.4618,28.55916
30.92377,98.10881,5.618733,122.7682,28.96795
30.90535,97.35718,6.759713,89.50376,29.1245
30.92474,97.38568,6.935914,86.81205,29.70108
30.93004,97.40215,6.874465,88.84051,29.60596
30.96079,97.1822,7.563899,96.99156,26.5636
30.9359,97.555,6.822269,84.27084,28.8015
30.92764,97.9076,5.84551,84.67512,28.67505
30.94962,97.93536,5.868601,102.6878,27.72511
30.93625,97.84132,6.253262,94.85961,28.58167
30.9507,98.06568,6.473072,104.1821,30.68712
30.94597,98.22799,6.070123,94.01727,30.11909
30.93582,98.32283,5.993546,94.82419,28.74917
30.94599,98.00083,6.418014,86.15384,27.80245
30.95923,97.68407,6.919531,97.14392,29.36214
31.01111,97.23825,7.769138,105.0189,26.97486
30.99343,97.43821,7.470603,85.39445,29.97034
30.99271,97.73588,7.210945,97.08733,30.17147
31.00793,97.68501,7.382241,108.2668,31.81702
30.96935,97.95051,6.816642,107.0837,30.68678
31.01159,97.64944,7.437447,89.68325,31.13356
30.98588,97.80663,6.963269,107.3128,31.85017
31.08455,97.19548,8.521463,114.6096,30.94957
31.11977,97.1195,8.702909,94.86308,32.39923
31.08972,97.34297,8.15808,111.8714,32.15151
31.07611,97.5043,7.858404,116.4225,32.27074
31.05692,97.52245,7.705847,98.47987,32.86571
31.06704,97.86728,7.201636,108.3103,33.2175
31.02571,98.34906,6.733305,77.55314,32.88088
31.01579,98.43324,6.235264,102.8965,32.10507
31.03067,98.66828,6.596483,101.212,32.30911
31.029,98.78942,6.1473,103.9604,32.53211
30.98773,99.03613,5.124442,130.4061,32.53298
31.01023,98.81446,5.191892,128.7471,31.27124
31.05792,98.68518,5.754905,124.2469,33.3665
31.22121,98.11271,8.416804,130.1711,34.52427
31.29714,97.6162,10.45532,114.6812,33.49145
31.26591,97.96782,9.806746,108.7153,33.1032
31.1452,98.80515,9.247065,107.1164,32.59192
31.18001,97.84597,8.770712,114.3511,32.46538
31.17053,97.72266,9.312479,111.7994,33.34258
31.23037,97.63567,10.72538,113.289,33.91737
31.2616,98.30589,11.1492,73.81422,32.42311
31.26297,98.34677,11.37345,102.4791,31.35557
31.24107,97.80119,10.68113,90.55331,32.14554
31.23123,97.96149,10.56796,102.625,32.90166
31.19123,97.84753,10.28744,91.61224,32.75918
31.14016,99.0671,7.082447,90.63276,32.31168
31.03505,99.47253,6.215748,87.77518,30.2097
31.06184,98.52337,7.139906,91.50875,32.30269
31.10334,98.32711,7.168921,88.27509,32.73532
31.11528,97.3998,9.481335,96.62659,33.27998
31.10134,98.16494,7.517483,93.08368,32.39038
31.09594,97.52741,9.297182,103.0724,32.43665
31.0881,97.46825,9.301167,107.0471,32.43673
31.0811,97.50385,9.400352,108.1903,33.33455
31.06796,97.17459,9.586419,117.1419,32.50965
31.06112,97.07359,9.850398,113.5566,32.95379
31.04714,97.12753,9.664645,101.0927,32.47926
31.02779,97.29214,9.142635,100.0916,32.4705
31.01209,97.51352,9.107558,127.7878,32.87048
30.9903,97.23331,9.354791,117.6551,31.88911
30.97716,97.26922,9.161085,102.4331,32.15979
30.96819,97.49136,8.913064,175.3304,31.74918
30.94915,97.44275,8.80127,90.62985,32.10665
30.93797,97.73099,8.465686,92.26563,31.59731
30.91753,97.85436,8.274973,111.4015,33.06618
30.90661,97.58311,8.326785,110.958,31.51001
30.89383,97.80047,7.74753,96.16538,31.77818
30.88304,97.76559,7.805329,111.8097,31.68575
30.87881,97.8296,7.564524,105.3021,31.82905
30.85884,97.79163,7.589773,96.94833,32.03907
30.84609,97.65855,7.648676,131.386,31.80871
30.83408,97.75538,7.442993,113.2808,31.94208
30.82545,97.79083,7.242602,108.1285,31.04763
30.81118,97.62798,7.499464,102.6461,31.5197
30.81034,97.68449,7.314794,111.8198,31.83753
30.79787,97.75339,7.436602,112.1826,31.29402
30.79456,97.93433,7.026263,111.7738,31.11597
30.78451,97.72397,7.145475,127.0346,31.01538
30.77303,97.89458,6.847246,116.5519,31.10868
30.76778,97.82694,6.961159,122.5463,30.61266
30.75607,97.9771,6.882313,108.8198,31.02342
30.74995,98.20586,6.45923,120.8211,30.755
30.72826,98.05247,6.631101,96.22726,30.9456
30.72707,98.02897,6.582125,113.1134,30.95476
30.70909,98.01232,6.070028,141.4518,30.68363
30.70702,98.11546,6.094331,116.3352,30.13841
30.7011,98.17171,5.953357,109.9653,30.20678
30.6906,98.36435,6.045331,102.4746,30.64223
30.68683,98.4606,5.578534,81.65327,28.54779
30.67989,98.62388,5.144556,129.3502,28.49563
30.66778,98.54529,5.327578,88.38654,29.52765
30.65827,98.69975,5.685225,86.94052,29.06257
30.65154,98.81898,5.286194,80.55767,29.26876
30.64082,98.72265,4.50257,95.77294,28.54901
30.62444,98.80095,5.672444,97.93188,29.19156
30.62439,99.0397,3.850746,80.41445,28.92997
30.61569,98.91295,4.619801,205.8344,28.94868
30.60937,99.27435,4.013406,92.82528,28.43363
30.59682,99.19583,4.957685,85.93785,29.64732
30.59279,99.58507,3.822988,82.07964,28.23376
30.58305,99.94907,3.697375,96.52975,27.87495
30.57572,99.79005,4.263611,76.13316,28.20218
30.56381,99.87746,4.389089,78.76126,27.89796
30.55742,100.2248,4.174926,106.5915,28.77964
30.54882,100.3698,3.603058,87.68982,27.92462
30.53357,108.5009,4.260038,80.7063,28.12637
30.52718,99.66184,4.36976,85.21314,28.23918
30.5234,99.88329,3.764055,88.5,27.444
30.50531,99.93962,3.930178,82.12092,27.64221
30.49358,99.79433,4.081605,89.20144,27.48056
30.48552,99.87587,3.910789,165.3114,27.2843
30.47375,100.0428,3.826833,75.78985,28.00603
30.46502,100.0664,3.92214,91.69064,28.21411
30.46433,100.0082,3.908304,102.8333,27.94562
30.45267,99.99216,3.79942,86.53772,27.99745
30.44451,99.90691,3.303594,85.63566,27.29653
30.44177,99.85197,3.562299,88.1339,27.38765
30.42684,99.83854,3.8117,94.46763,27.33497
30.42993,99.81026,3.698973,86.02911,27.23107
30.41954,100.0202,3.57312,93.04366,27.02281
30.40731,99.97305,3.552431,90.74081,27.92018
30.40197,99.83588,3.837552,96.5246,28.70615
30.39956,100.0421,3.479972,84.11929,28.1427
30.39449,99.96716,3.366411,122.1892,29.25639
30.3774,100.1862,2.974886,91.38219,29.22412
30.37983,100.6118,2.543339,89.86808,29.17666
30.38035,100.0289,3.494781,80.55392,29.23968
30.37846,100.3826,2.679287,86.54938,28.50118
30.36932,100.1772,3.032775,118.2081,28.46066
30.35177,99.91196,2.814882,99.65228,28.13828
30.33982,100.169,1.94966,52.70867,28.26294
30.33816,99.88343,2.131449,51.21177,28.49197
30.33026,99.82774,1.840735,55.52737,28.30444
30.32809,99.77227,3.172799,46.92634,27.82732
30.32605,99.69369,2.884546,47.9676,27.39063
30.32583,99.81525,2.472458,62.22938,28.14706
30.32439,99.59116,2.987914,101.5561,28.22956
30.32019,100.0637,1.608896,95.94324,26.30727
30.31958,99.67759,2.844363,87.66235,27.10564
30.31731,99.46185,3.078127,90.57959,28.51658
30.32045,99.68999,2.726317,87.60311,27.31709
30.32714,99.87583,3.203785,97.8626,29.72254
30.33755,99.46561,3.392995,88.80354,27.14863
30.36419,99.28593,4.09456,89.74409,28.8203
30.37101,99.21323,4.124648,103.7105,27.53864
30.4191,98.93126,5.107913,111.8385,30.17877
30.40113,98.9968,4.782379,97.62262,27.32831
30.4031,98.78106,5.047182,108.1767,27.82507
30.40269,99.14117,4.47754,99.11607,29.04828
30.43103,98.92079,5.408721,93.23057,28.95492
30.35486,99.26048,4.093113,102.1479,28.29745
30.5238,98.93012,5.97542,95.72472,29.61016
30.53055,98.86586,5.537816,119.5166,31.23097
30.46935,98.98013,5.401689,104.4155,30.04967
30.40635,99.09887,4.518282,110.2393,28.77682
30.4347,99.15811,5.069819,102.0059,30.30291
30.42728,99.27511,4.774622,109.2673,30.45709
30.42388,99.3681,4.745209,110.668,31.28625
30.44579,99.38464,4.575265,105.9947,26.72772
30.4661,99.50516,4.89948,114.3591,31.44174
30.4508,99.23086,4.962529,101.3819,31.95707
30.43547,99.17546,4.977205,82.6856,30.62888
30.56748,98.96893,5.942647,99.91492,31.73778
30.53595,98.98746,5.608622,93.94509,32.79223
30.63844,98.9454,6.749495,90.4818,34.49008
30.56108,99.14643,6.011237,87.12324,33.84309
30.53717,99.18114,5.451417,82.6261,34.19728
30.54161,99.25835,5.694997,84.44505,34.43004
30.4978,99.21661,5.21834,83.44896,32.85513
30.53032,99.20634,5.531396,88.00072,33.4445
30.52996,99.2486,5.860303,71.39812,32.1667
30.60745,99.20055,6.316805,88.0071,34.41869
30.5292,99.10008,5.599834,85.44663,33.73643
30.6315,99.0729,6.405503,79.77158,35.31964
30.61834,98.9621,6.438927,94.04779,36.11367
30.65028,98.98412,6.681952,85.4491,35.4939
30.59266,98.97652,6.252356,92.92896,35.0304
30.54307,99.04688,5.656905,83.08474,33.12242
30.55888,98.95354,6.006212,51.33062,33.84234
30.58291,98.98046,5.957908,89.01872,33.24994
30.52285,98.91265,5.897316,83.81287,33.67637
30.56654,98.94688,6.100771,85.16263,35.32858
30.51945,98.85291,5.782602,87.38776,35.09157
30.5975,98.95522,6.251651,87.84361,35.99126
30.64616,98.97713,6.418195,76.71575,34.64161
30.69769,99.12239,6.859619,76.84428,37.04957
30.75874,99.16697,6.907137,116.7571,36.36167
30.69371,99.72854,6.257102,82.94621,35.63857
30.73382,99.47218,6.312573,75.7837,31.53107
30.71755,99.56586,6.304509,73.17011,34.95304
30.69484,99.51293,6.265213,72.87231,36.01505
30.6511,99.39678,5.530451,79.16608,34.17209
30.52273,99.25207,4.984128,76.77633,32.30816
30.65998,99.36271,5.777303,72.77449,32.62526
30.75011,99.47992,6.562649,77.16246,34.36819
30.67332,99.42072,5.691387,78.61272,34.80165
30.66248,99.3727,5.703024,81.33463,34.63994
30.79108,99.36006,6.688015,85.47037,32.94801
30.76949,99.3361,6.356523,81.08428,35.30218
30.79372,99.35327,6.578578,81.5592,35.38714
30.72949,99.47951,5.875923,83.18658,34.35014
30.65274,99.48224,5.071106,79.74458,34.40947
30.74497,99.43053,5.93228,85.22158,34.86727
30.73225,99.37907,5.75005,85.11917,34.71002
30.79802,99.56284,5.272803,80.02921,32.96818
30.73561,99.42285,5.931639,82.17162,32.50344
30.63302,99.37134,5.223644,85.8771,33.69367
30.72768,99.56903,5.559411,82.34696,33.86059
30.72614,99.59824,4.193466,84.36979,33.14668
30.76345,99.45033,4.975981,79.71502,34.59941
30.7231,99.73029,4.02281,72.18124,33.27764
30.73377,99.64761,4.244396,89.35425,33.77388
30.69532,99.77257,3.761618,69.82888,33.47445
30.62688,99.58344,4.021756,71.63462,33.54573
30.79158,99.89204,4.37524,74.03524,35.40541
30.8466,99.76846,5.4227,70.11827,33.88459
30.75191,99.79249,4.31882,77.24857,33.1008
30.77421,99.86752,4.092095,70.07523,34.89002
30.74662,99.84082,4.582902,68.26788,33.78537
30.74054,99.94192,2.915818,72.40882,33.03776
30.74657,99.23385,3.489815,78.82499,32.39488
30.87913,99.09396,4.823108,72.34848,35.02618
30.83554,99.6278,4.209857,89.60494,34.42397
30.86969,99.62477,6.058453,71.18732,34.10522
30.81694,99.62556,5.598503,73.30589,32.64124
30.74064,99.64464,4.672029,70.84192,33.00201
30.84802,99.91602,5.423044,68.66254,34.21514
30.88345,99.5556,5.91196,74.56568,33.69493
30.85464,99.50845,5.731621,65.90098,32.90621
30.91316,99.6727,5.844124,70.54523,33.8047
30.83956,99.86953,3.985239,70.16737,35.51233
30.84545,99.75533,4.736444,60.50337,33.44408
30.86465,99.87016,4.81674,62.99669,34.17417
30.89061,99.77563,5.15221,80.23158,32.68287
30.93155,99.63071,5.911715,65.61209,33.17408
30.83719,99.98756,4.573563,63.36258,32.02936
30.88862,100.0456,5.24629,60.72142,31.53658
30.87166,100.332,3.563198,67.64211,31.14002
30.87909,100.0165,4.4293,92.32423,31.85806
30.85943,99.88155,4.875513,62.05342,31.84693
30.84319,99.86237,5.216753,67.28403,32.16663
30.90021,99.53171,5.72008,79.89387,31.99676
30.90422,99.30141,6.559959,66.96452,33.34866
30.91187,99.49785,6.368446,64.45618,31.94765
30.94756,99.16946,7.420165,65.3675,32.61125
30.90785,99.48992,5.676322,80.07064,31.13842
30.87547,99.43246,6.540351,66.06345,33.20835
30.95462,99.51286,7.288839,68.01252,32.84509
30.87599,99.87231,6.382902,67.42508,32.1201
30.95922,99.4191,7.428472,68.48756,32.47282
30.92152,99.66817,6.911978,69.37264,32.17008
30.93002,99.50525,7.165745,104.0066,31.68003
